Net generation from petroleum for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OIL.H
19:20:38 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OIL.H megawatthours
04/8/2019 09H,0
04/8/2019 08H,0
04/8/2019 07H,0
04/8/2019 06H,0
04/8/2019 05H,-1
04/8/2019 04H,-1
04/8/2019 03H,-1
04/8/2019 02H,-1
04/8/2019 01H,-2
04/8/2019 00H,0
04/7/2019 23H,-1
04/7/2019 22H,0
04/7/2019 21H,0
04/7/2019 20H,-1
04/7/2019 19H,0
04/7/2019 18H,-1
04/7/2019 17H,0
04/7/2019 16H,-1
04/7/2019 15H,0
04/7/2019 14H,0
04/7/2019 13H,0
04/7/2019 12H,0
04/7/2019 11H,-3
04/7/2019 10H,-3
04/7/2019 09H,-1
04/7/2019 08H,-1
04/7/2019 07H,0
04/7/2019 06H,0
04/7/2019 05H,0
04/7/2019 04H,0
04/7/2019 03H,-1
04/7/2019 02H,0
04/7/2019 01H,-1
04/7/2019 00H,0
04/6/2019 23H,-1
04/6/2019 22H,-1
04/6/2019 21H,-1
04/6/2019 20H,0
04/6/2019 19H,0
04/6/2019 18H,0
04/6/2019 17H,0
04/6/2019 16H,0
04/6/2019 15H,-2
04/6/2019 14H,-1
04/6/2019 13H,0
04/6/2019 12H,0
04/6/2019 11H,0
04/6/2019 10H,-1
04/6/2019 09H,0
04/6/2019 08H,0
04/6/2019 07H,0
04/6/2019 06H,-2
04/6/2019 05H,-1
04/6/2019 04H,-1
04/6/2019 03H,0
04/6/2019 02H,0
04/6/2019 01H,-1
04/6/2019 00H,0
04/5/2019 23H,-1
04/5/2019 22H,0
04/5/2019 21H,0
04/5/2019 20H,-3
04/5/2019 19H,0
04/5/2019 18H,-1
04/5/2019 17H,0
04/5/2019 16H,0
04/5/2019 15H,-1
04/5/2019 14H,0
04/5/2019 13H,-1
04/5/2019 12H,0
04/5/2019 11H,0
04/5/2019 10H,-1
04/5/2019 09H,0
04/5/2019 08H,-1
04/5/2019 07H,0
04/5/2019 06H,-2
04/5/2019 05H,0
04/5/2019 04H,0
04/5/2019 03H,0
04/5/2019 02H,-2
04/5/2019 01H,0
04/5/2019 00H,-1
04/4/2019 23H,-1
04/4/2019 22H,0
04/4/2019 21H,-1
04/4/2019 20H,-1
04/4/2019 19H,9
04/4/2019 18H,6
04/4/2019 17H,0
04/4/2019 16H,0
04/4/2019 15H,-2
04/4/2019 14H,-1
04/4/2019 13H,-1
04/4/2019 12H,0
04/4/2019 11H,0
04/4/2019 10H,-1
04/4/2019 09H,-1
04/4/2019 08H,-2
04/4/2019 07H,-1
04/4/2019 06H,0
04/4/2019 05H,-2
04/4/2019 04H,0
04/4/2019 03H,0
04/4/2019 02H,0
04/4/2019 01H,-1
04/4/2019 00H,-1
04/3/2019 23H,0
04/3/2019 22H,-1
04/3/2019 21H,-2
04/3/2019 20H,-1
04/3/2019 19H,-2
04/3/2019 18H,0
04/3/2019 17H,0
04/3/2019 16H,0
04/3/2019 15H,-1
04/3/2019 14H,0
04/3/2019 13H,0
04/3/2019 12H,-1
04/3/2019 11H,0
04/3/2019 10H,-2
04/3/2019 09H,-1
04/3/2019 08H,0
04/3/2019 07H,-1
04/3/2019 06H,-1
04/3/2019 05H,-1
04/3/2019 04H,0
04/3/2019 03H,-1
04/3/2019 02H,0
04/3/2019 01H,0
04/3/2019 00H,-2
04/2/2019 23H,0
04/2/2019 22H,-1
04/2/2019 21H,-1
04/2/2019 20H,0
04/2/2019 19H,-1
04/2/2019 18H,0
04/2/2019 17H,0
04/2/2019 16H,31
04/2/2019 15H,77
04/2/2019 14H,13
04/2/2019 13H,0
04/2/2019 12H,1
04/2/2019 11H,-2
04/2/2019 10H,0
04/2/2019 09H,-1
04/2/2019 08H,0
04/2/2019 07H,0
04/2/2019 06H,-1
04/2/2019 05H,0
04/2/2019 04H,-2
04/2/2019 03H,0
04/2/2019 02H,-1
04/2/2019 01H,-1
04/2/2019 00H,-1
04/1/2019 23H,0
04/1/2019 22H,0
04/1/2019 21H,-1
04/1/2019 20H,-1
04/1/2019 19H,0
04/1/2019 18H,0
04/1/2019 17H,0
04/1/2019 16H,0
04/1/2019 15H,0
04/1/2019 14H,0
04/1/2019 13H,-1
04/1/2019 12H,-1
04/1/2019 11H,-1
04/1/2019 10H,-3
04/1/2019 09H,0
04/1/2019 08H,0
04/1/2019 07H,0
04/1/2019 06H,0
04/1/2019 05H,-2
04/1/2019 04H,-2
04/1/2019 03H,0
04/1/2019 02H,0
04/1/2019 01H,0
04/1/2019 00H,-1
03/31/2019 23H,0
03/31/2019 22H,-1
03/31/2019 21H,0
03/31/2019 20H,0
03/31/2019 19H,-2
03/31/2019 18H,-1
03/31/2019 17H,-1
03/31/2019 16H,0
03/31/2019 15H,0
03/31/2019 14H,0
03/31/2019 13H,-1
03/31/2019 12H,0
03/31/2019 11H,-2
03/31/2019 10H,0
03/31/2019 09H,-1
03/31/2019 08H,-1
03/31/2019 07H,-1
03/31/2019 06H,0
03/31/2019 05H,-1
03/31/2019 04H,-1
03/31/2019 03H,0
03/31/2019 02H,0
03/31/2019 01H,-1
03/31/2019 00H,-1
03/30/2019 23H,0
03/30/2019 22H,0
03/30/2019 21H,0
03/30/2019 20H,0
03/30/2019 19H,0
03/30/2019 18H,0
03/30/2019 17H,-1
03/30/2019 16H,-3
03/30/2019 15H,0
03/30/2019 14H,-2
03/30/2019 13H,0
03/30/2019 12H,0
03/30/2019 11H,-1
03/30/2019 10H,0
03/30/2019 09H,0
03/30/2019 08H,-1
03/30/2019 07H,0
03/30/2019 06H,-1
03/30/2019 05H,-3
03/30/2019 04H,0
03/30/2019 03H,0
03/30/2019 02H,0
03/30/2019 01H,-1
03/30/2019 00H,0
03/29/2019 23H,0
03/29/2019 22H,-1
03/29/2019 21H,0
03/29/2019 20H,0
03/29/2019 19H,8
03/29/2019 18H,0
03/29/2019 17H,0
03/29/2019 16H,-2
03/29/2019 15H,-1
03/29/2019 14H,0
03/29/2019 13H,0
03/29/2019 12H,-1
03/29/2019 11H,-1
03/29/2019 10H,-1
03/29/2019 09H,0
03/29/2019 08H,0
03/29/2019 07H,0
03/29/2019 06H,-3
03/29/2019 05H,-1
03/29/2019 04H,0
03/29/2019 03H,-1
03/29/2019 02H,0
03/29/2019 01H,0
03/29/2019 00H,-1
03/28/2019 23H,0
03/28/2019 22H,-1
03/28/2019 21H,0
03/28/2019 20H,-1
03/28/2019 19H,0
03/28/2019 18H,-2
03/28/2019 17H,0
03/28/2019 16H,0
03/28/2019 15H,0
03/28/2019 14H,0
03/28/2019 13H,-2
03/28/2019 12H,-2
03/28/2019 11H,0
03/28/2019 10H,0
03/28/2019 09H,-2
03/28/2019 08H,-1
03/28/2019 07H,-2
03/28/2019 06H,-2
03/28/2019 05H,0
03/28/2019 04H,0
03/28/2019 03H,0
03/28/2019 02H,-1
03/28/2019 01H,-1
03/28/2019 00H,0
03/27/2019 23H,0
03/27/2019 22H,-2
03/27/2019 21H,0
03/27/2019 20H,-1
03/27/2019 19H,0
03/27/2019 18H,0
03/27/2019 17H,-2
03/27/2019 16H,-1
03/27/2019 15H,-1
03/27/2019 14H,0
03/27/2019 13H,0
03/27/2019 12H,0
03/27/2019 11H,0
03/27/2019 10H,-2
03/27/2019 09H,0
03/27/2019 08H,-1
03/27/2019 07H,0
03/27/2019 06H,-3
03/27/2019 05H,0
03/27/2019 04H,0
03/27/2019 03H,0
03/27/2019 02H,-2
03/27/2019 01H,0
03/27/2019 00H,-2
03/26/2019 23H,0
03/26/2019 22H,0
03/26/2019 21H,0
03/26/2019 20H,-1
03/26/2019 19H,-1
03/26/2019 18H,0
03/26/2019 17H,-1
03/26/2019 16H,3
03/26/2019 15H,50
03/26/2019 14H,38
03/26/2019 13H,22
03/26/2019 12H,-1
03/26/2019 11H,-1
03/26/2019 10H,-1
03/26/2019 09H,-1
03/26/2019 08H,-1
03/26/2019 07H,0
03/26/2019 06H,0
03/26/2019 05H,0
03/26/2019 04H,0
03/26/2019 03H,0
03/26/2019 02H,0
03/26/2019 01H,0
03/26/2019 00H,-2
03/25/2019 23H,0
03/25/2019 22H,-2
03/25/2019 21H,0
03/25/2019 20H,-1
03/25/2019 19H,-1
03/25/2019 18H,-1
03/25/2019 17H,0
03/25/2019 16H,0
03/25/2019 15H,0
03/25/2019 14H,-1
03/25/2019 13H,0
03/25/2019 12H,-1
03/25/2019 11H,0
03/25/2019 10H,-3
03/25/2019 09H,-1
03/25/2019 08H,-1
03/25/2019 07H,-2
03/25/2019 06H,0
03/25/2019 05H,-2
03/25/2019 04H,0
03/25/2019 03H,-1
03/25/2019 02H,0
03/25/2019 01H,0
03/25/2019 00H,-1
03/24/2019 23H,0
03/24/2019 22H,0
03/24/2019 21H,-1
03/24/2019 20H,-2
03/24/2019 19H,-1
03/24/2019 18H,0
03/24/2019 17H,0
03/24/2019 16H,0
03/24/2019 15H,0
03/24/2019 14H,0
03/24/2019 13H,0
03/24/2019 12H,0
03/24/2019 11H,0
03/24/2019 10H,-2
03/24/2019 09H,-1
03/24/2019 08H,-2
03/24/2019 07H,-1
03/24/2019 06H,-1
03/24/2019 05H,0
03/24/2019 04H,0
03/24/2019 03H,0
03/24/2019 02H,-3
03/24/2019 01H,0
03/24/2019 00H,-1
03/23/2019 23H,0
03/23/2019 22H,0
03/23/2019 21H,-1
03/23/2019 20H,-1
03/23/2019 19H,0
03/23/2019 18H,0
03/23/2019 17H,-1
03/23/2019 16H,-1
03/23/2019 15H,-1
03/23/2019 14H,-1
03/23/2019 13H,0
03/23/2019 12H,0
03/23/2019 11H,0
03/23/2019 10H,-1
03/23/2019 09H,-2
03/23/2019 08H,-1
03/23/2019 07H,-2
03/23/2019 06H,0
03/23/2019 05H,0
03/23/2019 04H,0
03/23/2019 03H,0
03/23/2019 02H,0
03/23/2019 01H,0
03/23/2019 00H,-1
03/22/2019 23H,-1
03/22/2019 22H,-2
03/22/2019 21H,-2
03/22/2019 20H,0
03/22/2019 19H,-1
03/22/2019 18H,-1
03/22/2019 17H,0
03/22/2019 16H,0
03/22/2019 15H,-1
03/22/2019 14H,-1
03/22/2019 13H,-2
03/22/2019 12H,0
03/22/2019 11H,0
03/22/2019 10H,0
03/22/2019 09H,-1
03/22/2019 08H,-1
03/22/2019 07H,0
03/22/2019 06H,-2
03/22/2019 05H,-2
03/22/2019 04H,-1
03/22/2019 03H,-2
03/22/2019 02H,0
03/22/2019 01H,0
03/22/2019 00H,-1
03/21/2019 23H,0
03/21/2019 22H,-1
03/21/2019 21H,0
03/21/2019 20H,-1
03/21/2019 19H,0
03/21/2019 18H,0
03/21/2019 17H,-1
03/21/2019 16H,-1
03/21/2019 15H,0
03/21/2019 14H,0
03/21/2019 13H,-2
03/21/2019 12H,-3
03/21/2019 11H,0
03/21/2019 10H,0
03/21/2019 09H,-2
03/21/2019 08H,0
03/21/2019 07H,0
03/21/2019 06H,-2
03/21/2019 05H,-3
03/21/2019 04H,0
03/21/2019 03H,0
03/21/2019 02H,0
03/21/2019 01H,0
03/21/2019 00H,0
03/20/2019 23H,0
03/20/2019 22H,0
03/20/2019 21H,0
03/20/2019 20H,-2
03/20/2019 19H,-1
03/20/2019 18H,-1
03/20/2019 17H,0
03/20/2019 16H,3
03/20/2019 15H,52
03/20/2019 14H,11
03/20/2019 13H,28
03/20/2019 12H,11
03/20/2019 11H,-2
03/20/2019 10H,0
03/20/2019 09H,-1
03/20/2019 08H,-1
03/20/2019 07H,0
03/20/2019 06H,0
03/20/2019 05H,-2
03/20/2019 04H,-3
03/20/2019 03H,0
03/20/2019 02H,0
03/20/2019 01H,-1
03/20/2019 00H,0
03/19/2019 23H,0
03/19/2019 22H,-1
03/19/2019 21H,-1
03/19/2019 20H,-1
03/19/2019 19H,-1
03/19/2019 18H,0
03/19/2019 17H,0
03/19/2019 16H,0
03/19/2019 15H,-2
03/19/2019 14H,19
03/19/2019 13H,21
03/19/2019 12H,-2
03/19/2019 11H,0
03/19/2019 10H,0
03/19/2019 09H,0
03/19/2019 08H,0
03/19/2019 07H,-2
03/19/2019 06H,-2
03/19/2019 05H,0
03/19/2019 04H,-1
03/19/2019 03H,-2
03/19/2019 02H,-1
03/19/2019 01H,0
03/19/2019 00H,0
03/18/2019 23H,0
03/18/2019 22H,-1
03/18/2019 21H,0
03/18/2019 20H,-2
03/18/2019 19H,-1
03/18/2019 18H,0
03/18/2019 17H,-1
03/18/2019 16H,-1
03/18/2019 15H,-1
03/18/2019 14H,-2
03/18/2019 13H,-1
03/18/2019 12H,0
03/18/2019 11H,-1
03/18/2019 10H,0
03/18/2019 09H,-1
03/18/2019 08H,-1
03/18/2019 07H,-1
03/18/2019 06H,0
03/18/2019 05H,0
03/18/2019 04H,-1
03/18/2019 03H,0
03/18/2019 02H,-2
03/18/2019 01H,-1
03/18/2019 00H,0
03/17/2019 23H,0
03/17/2019 22H,-1
03/17/2019 21H,0
03/17/2019 20H,0
03/17/2019 19H,-2
03/17/2019 18H,0
03/17/2019 17H,0
03/17/2019 16H,0
03/17/2019 15H,0
03/17/2019 14H,-1
03/17/2019 13H,-2
03/17/2019 12H,-1
03/17/2019 11H,-1
03/17/2019 10H,-2
03/17/2019 09H,0
03/17/2019 08H,0
03/17/2019 07H,0
03/17/2019 06H,0
03/17/2019 05H,0
03/17/2019 04H,0
03/17/2019 03H,0
03/17/2019 02H,-1
03/17/2019 01H,-2
03/17/2019 00H,-2
03/16/2019 23H,0
03/16/2019 22H,0
03/16/2019 21H,-1
03/16/2019 20H,-1
03/16/2019 19H,-3
03/16/2019 18H,0
03/16/2019 17H,-1
03/16/2019 16H,0
03/16/2019 15H,0
03/16/2019 14H,0
03/16/2019 13H,-1
03/16/2019 12H,-1
03/16/2019 11H,-1
03/16/2019 10H,0
03/16/2019 09H,0
03/16/2019 08H,0
03/16/2019 07H,-1
03/16/2019 06H,0
03/16/2019 05H,-1
03/16/2019 04H,0
03/16/2019 03H,-1
03/16/2019 02H,0
03/16/2019 01H,-1
03/16/2019 00H,-1
03/15/2019 23H,-2
03/15/2019 22H,-1
03/15/2019 21H,-1
03/15/2019 20H,0
03/15/2019 19H,0
03/15/2019 18H,0
03/15/2019 17H,0
03/15/2019 16H,0
03/15/2019 15H,-1
03/15/2019 14H,-1
03/15/2019 13H,-1
03/15/2019 12H,-1
03/15/2019 11H,-1
03/15/2019 10H,-1
03/15/2019 09H,0
03/15/2019 08H,-2
03/15/2019 07H,0
03/15/2019 06H,0
03/15/2019 05H,-1
03/15/2019 04H,-1
03/15/2019 03H,0
03/15/2019 02H,0
03/15/2019 01H,0
03/15/2019 00H,-2
03/14/2019 23H,0
03/14/2019 22H,0
03/14/2019 21H,0
03/14/2019 20H,-1
03/14/2019 19H,-1
03/14/2019 18H,0
03/14/2019 17H,0
03/14/2019 16H,11
03/14/2019 15H,48
03/14/2019 14H,3
03/14/2019 13H,-1
03/14/2019 12H,0
03/14/2019 11H,-1
03/14/2019 10H,-2
03/14/2019 09H,0
03/14/2019 08H,-1
03/14/2019 07H,-4
03/14/2019 06H,0
03/14/2019 05H,0
03/14/2019 04H,0
03/14/2019 03H,0
03/14/2019 02H,0
03/14/2019 01H,-1
03/14/2019 00H,0
03/13/2019 23H,-1
03/13/2019 22H,0
03/13/2019 21H,-3
03/13/2019 20H,0
03/13/2019 19H,-1
03/13/2019 18H,-1
03/13/2019 17H,0
03/13/2019 16H,0
03/13/2019 15H,-1
03/13/2019 14H,0
03/13/2019 13H,-1
03/13/2019 12H,-1
03/13/2019 11H,0
03/13/2019 10H,-1
03/13/2019 09H,-1
03/13/2019 08H,0
03/13/2019 07H,-1
03/13/2019 06H,-1
03/13/2019 05H,0
03/13/2019 04H,0
03/13/2019 03H,-1
03/13/2019 02H,-2
03/13/2019 01H,0
03/13/2019 00H,0
03/12/2019 23H,0
03/12/2019 22H,-1
03/12/2019 21H,-1
03/12/2019 20H,-1
03/12/2019 19H,-2
03/12/2019 18H,0
03/12/2019 17H,-1
03/12/2019 16H,-2
03/12/2019 15H,-1
03/12/2019 14H,31
03/12/2019 13H,20
03/12/2019 12H,0
03/12/2019 11H,0
03/12/2019 10H,0
03/12/2019 09H,-3
03/12/2019 08H,-2
03/12/2019 07H,0
03/12/2019 06H,0
03/12/2019 05H,0
03/12/2019 04H,-1
03/12/2019 03H,0
03/12/2019 02H,-1
03/12/2019 01H,-1
03/12/2019 00H,0
03/11/2019 23H,0
03/11/2019 22H,-1
03/11/2019 21H,0
03/11/2019 20H,0
03/11/2019 19H,-1
03/11/2019 18H,0
03/11/2019 17H,0
03/11/2019 16H,0
03/11/2019 15H,-1
03/11/2019 14H,-2
03/11/2019 13H,-1
03/11/2019 12H,-1
03/11/2019 11H,0
03/11/2019 10H,-2
03/11/2019 09H,0
03/11/2019 08H,0
03/11/2019 07H,-1
03/11/2019 06H,-3
03/11/2019 05H,0
03/11/2019 04H,0
03/11/2019 03H,-1
03/11/2019 02H,-1
03/11/2019 01H,0
03/11/2019 00H,0
03/10/2019 23H,0
03/10/2019 22H,-1
03/10/2019 21H,0
03/10/2019 20H,-1
03/10/2019 19H,-1
03/10/2019 18H,0
03/10/2019 17H,-1
03/10/2019 16H,0
03/10/2019 15H,0
03/10/2019 14H,0
03/10/2019 13H,-1
03/10/2019 12H,0
03/10/2019 11H,-1
03/10/2019 10H,-2
03/10/2019 09H,0
03/10/2019 08H,0
03/10/2019 07H,0
03/10/2019 06H,0
03/10/2019 05H,0
03/10/2019 04H,-1
03/10/2019 03H,-1
03/10/2019 02H,-1
03/10/2019 01H,0
03/10/2019 00H,-2
03/9/2019 23H,0
03/9/2019 22H,-1
03/9/2019 21H,-1
03/9/2019 20H,0
03/9/2019 19H,0
03/9/2019 18H,-1
03/9/2019 17H,0
03/9/2019 16H,27
03/9/2019 15H,-1
03/9/2019 14H,-1
03/9/2019 13H,-1
03/9/2019 12H,0
03/9/2019 11H,0
03/9/2019 10H,-1
03/9/2019 09H,-2
03/9/2019 08H,0
03/9/2019 07H,-1
03/9/2019 06H,0
03/9/2019 05H,0
03/9/2019 04H,0
03/9/2019 03H,-1
03/9/2019 02H,0
03/9/2019 01H,-1
03/9/2019 00H,0
03/8/2019 23H,0
03/8/2019 22H,-2
03/8/2019 21H,-2
03/8/2019 20H,-4
03/8/2019 19H,0
03/8/2019 18H,0
03/8/2019 17H,0
03/8/2019 16H,-1
03/8/2019 15H,0
03/8/2019 14H,0
03/8/2019 13H,-1
03/8/2019 12H,-1
03/8/2019 11H,-1
03/8/2019 10H,0
03/8/2019 09H,-2
03/8/2019 08H,0
03/8/2019 07H,-1
03/8/2019 06H,0
03/8/2019 05H,-1
03/8/2019 04H,0
03/8/2019 03H,-2
03/8/2019 02H,-1
03/8/2019 01H,0
03/8/2019 00H,-2
03/7/2019 23H,-1
03/7/2019 22H,-1
03/7/2019 21H,0
03/7/2019 20H,0
03/7/2019 19H,0
03/7/2019 18H,-1
03/7/2019 17H,0
03/7/2019 16H,0
03/7/2019 15H,-3
03/7/2019 14H,-1
03/7/2019 13H,-1
03/7/2019 12H,0
03/7/2019 11H,-1
03/7/2019 10H,-3
03/7/2019 09H,-1
03/7/2019 08H,0
03/7/2019 07H,-1
03/7/2019 06H,0
03/7/2019 05H,-1
03/7/2019 04H,-4
03/7/2019 03H,-2
03/7/2019 02H,-1
03/7/2019 01H,0
03/7/2019 00H,0
03/6/2019 23H,0
03/6/2019 22H,-1
03/6/2019 21H,-2
03/6/2019 20H,-1
03/6/2019 19H,0
03/6/2019 18H,0
03/6/2019 17H,-1
03/6/2019 16H,-2
03/6/2019 15H,48
03/6/2019 14H,15
03/6/2019 13H,0
03/6/2019 12H,-2
03/6/2019 11H,0
03/6/2019 10H,-2
03/6/2019 09H,-3
03/6/2019 08H,0
03/6/2019 07H,0
03/6/2019 06H,-1
03/6/2019 05H,0
03/6/2019 04H,-2
03/6/2019 03H,0
03/6/2019 02H,-2
03/6/2019 01H,0
03/6/2019 00H,-3
03/5/2019 23H,11
03/5/2019 22H,19
03/5/2019 21H,20
03/5/2019 20H,1
03/5/2019 19H,0
03/5/2019 18H,0
03/5/2019 17H,-2
03/5/2019 16H,-3
03/5/2019 15H,1
03/5/2019 14H,0
03/5/2019 13H,-1
03/5/2019 12H,0
03/5/2019 11H,-1
03/5/2019 10H,-2
03/5/2019 09H,-1
03/5/2019 08H,0
03/5/2019 07H,-1
03/5/2019 06H,-1
03/5/2019 05H,0
03/5/2019 04H,-1
03/5/2019 03H,-2
03/5/2019 02H,0
03/5/2019 01H,0
03/5/2019 00H,-2
03/4/2019 23H,0
03/4/2019 22H,-1
03/4/2019 21H,-1
03/4/2019 20H,-1
03/4/2019 19H,0
03/4/2019 18H,-2
03/4/2019 17H,0
03/4/2019 16H,-1
03/4/2019 15H,59
03/4/2019 14H,104
03/4/2019 13H,72
03/4/2019 12H,0
03/4/2019 11H,0
03/4/2019 10H,0
03/4/2019 09H,0
03/4/2019 08H,-2
03/4/2019 07H,0
03/4/2019 06H,-2
03/4/2019 05H,0
03/4/2019 04H,-2
03/4/2019 03H,0
03/4/2019 02H,0
03/4/2019 01H,-1
03/4/2019 00H,-2
03/3/2019 23H,0
03/3/2019 22H,0
03/3/2019 21H,0
03/3/2019 20H,0
03/3/2019 19H,-2
03/3/2019 18H,-2
03/3/2019 17H,0
03/3/2019 16H,0
03/3/2019 15H,0
03/3/2019 14H,0
03/3/2019 13H,-1
03/3/2019 12H,0
03/3/2019 11H,-1
03/3/2019 10H,0
03/3/2019 09H,-1
03/3/2019 08H,-1
03/3/2019 07H,0
03/3/2019 06H,-3
03/3/2019 05H,-1
03/3/2019 04H,-1
03/3/2019 03H,0
03/3/2019 02H,0
03/3/2019 01H,0
03/3/2019 00H,0
03/2/2019 23H,0
03/2/2019 22H,-1
03/2/2019 21H,0
03/2/2019 20H,-2
03/2/2019 19H,-1
03/2/2019 18H,0
03/2/2019 17H,0
03/2/2019 16H,-1
03/2/2019 15H,-1
03/2/2019 14H,-1
03/2/2019 13H,-1
03/2/2019 12H,-1
03/2/2019 11H,0
03/2/2019 10H,-1
03/2/2019 09H,-1
03/2/2019 08H,-1
03/2/2019 07H,0
03/2/2019 06H,0
03/2/2019 05H,0
03/2/2019 04H,0
03/2/2019 03H,-1
03/2/2019 02H,0
03/2/2019 01H,-2
03/2/2019 00H,0
03/1/2019 23H,0
03/1/2019 22H,0
03/1/2019 21H,-2
03/1/2019 20H,0
03/1/2019 19H,-2
03/1/2019 18H,-2
03/1/2019 17H,-1
03/1/2019 16H,0
03/1/2019 15H,0
03/1/2019 14H,0
03/1/2019 13H,-1
03/1/2019 12H,-1
03/1/2019 11H,0
03/1/2019 10H,0
03/1/2019 09H,-1
03/1/2019 08H,-1
03/1/2019 07H,0
03/1/2019 06H,-1
03/1/2019 05H,0
03/1/2019 04H,0
03/1/2019 03H,-1
03/1/2019 02H,0
03/1/2019 01H,-1
03/1/2019 00H,-3
02/28/2019 23H,0
02/28/2019 22H,-2
02/28/2019 21H,0
02/28/2019 20H,0
02/28/2019 19H,0
02/28/2019 18H,0
02/28/2019 17H,0
02/28/2019 16H,0
02/28/2019 15H,0
02/28/2019 14H,-1
02/28/2019 13H,0
02/28/2019 12H,-3
02/28/2019 11H,-1
02/28/2019 10H,-1
02/28/2019 09H,0
02/28/2019 08H,-1
02/28/2019 07H,0
02/28/2019 06H,-1
02/28/2019 05H,-3
02/28/2019 04H,0
02/28/2019 03H,-1
02/28/2019 02H,0
02/28/2019 01H,0
02/28/2019 00H,0
02/27/2019 23H,-1
02/27/2019 22H,-1
02/27/2019 21H,0
02/27/2019 20H,0
02/27/2019 19H,0
02/27/2019 18H,0
02/27/2019 17H,-2
02/27/2019 16H,0
02/27/2019 15H,-1
02/27/2019 14H,0
02/27/2019 13H,0
02/27/2019 12H,0
02/27/2019 11H,-2
02/27/2019 10H,-2
02/27/2019 09H,-1
02/27/2019 08H,0
02/27/2019 07H,-1
02/27/2019 06H,0
02/27/2019 05H,-1
02/27/2019 04H,-2
02/27/2019 03H,0
02/27/2019 02H,0
02/27/2019 01H,-2
02/27/2019 00H,-1
02/26/2019 23H,0
02/26/2019 22H,0
02/26/2019 21H,-3
02/26/2019 20H,0
02/26/2019 19H,0
02/26/2019 18H,-1
02/26/2019 17H,23
02/26/2019 16H,43
02/26/2019 15H,21
02/26/2019 14H,12
02/26/2019 13H,0
02/26/2019 12H,0
02/26/2019 11H,0
02/26/2019 10H,0
02/26/2019 09H,0
02/26/2019 08H,-1
02/26/2019 07H,-1
02/26/2019 06H,-1
02/26/2019 05H,-2
02/26/2019 04H,-1
02/26/2019 03H,0
02/26/2019 02H,0
02/26/2019 01H,-1
02/26/2019 00H,-1
02/25/2019 23H,0
02/25/2019 22H,-2
02/25/2019 21H,0
02/25/2019 20H,0
02/25/2019 19H,-3
02/25/2019 18H,-1
02/25/2019 17H,-1
02/25/2019 16H,0
02/25/2019 15H,0
02/25/2019 14H,-1
02/25/2019 13H,-1
02/25/2019 12H,0
02/25/2019 11H,0
02/25/2019 10H,-2
02/25/2019 09H,-1
02/25/2019 08H,0
02/25/2019 07H,-1
02/25/2019 06H,-1
02/25/2019 05H,-1
02/25/2019 04H,-1
02/25/2019 03H,0
02/25/2019 02H,0
02/25/2019 01H,0
02/25/2019 00H,-1
02/24/2019 23H,0
02/24/2019 22H,0
02/24/2019 21H,-1
02/24/2019 20H,-1
02/24/2019 19H,0
02/24/2019 18H,-1
02/24/2019 17H,0
02/24/2019 16H,-3
02/24/2019 15H,0
02/24/2019 14H,0
02/24/2019 13H,0
02/24/2019 12H,-1
02/24/2019 11H,0
02/24/2019 10H,-1
02/24/2019 09H,0
02/24/2019 08H,-1
02/24/2019 07H,-1
02/24/2019 06H,0
02/24/2019 05H,-1
02/24/2019 04H,-1
02/24/2019 03H,-2
02/24/2019 02H,-2
02/24/2019 01H,0
02/24/2019 00H,0
02/23/2019 23H,0
02/23/2019 22H,-1
02/23/2019 21H,-1
02/23/2019 20H,0
02/23/2019 19H,0
02/23/2019 18H,0
02/23/2019 17H,-1
02/23/2019 16H,-2
02/23/2019 15H,-1
02/23/2019 14H,0
02/23/2019 13H,0
02/23/2019 12H,0
02/23/2019 11H,0
02/23/2019 10H,0
02/23/2019 09H,-1
02/23/2019 08H,-2
02/23/2019 07H,0
02/23/2019 06H,-1
02/23/2019 05H,0
02/23/2019 04H,-2
02/23/2019 03H,0
02/23/2019 02H,-2
02/23/2019 01H,0
02/23/2019 00H,0
02/22/2019 23H,-2
02/22/2019 22H,0
02/22/2019 21H,-1
02/22/2019 20H,0
02/22/2019 19H,0
02/22/2019 18H,-1
02/22/2019 17H,0
02/22/2019 16H,0
02/22/2019 15H,-2
02/22/2019 14H,0
02/22/2019 13H,-2
02/22/2019 12H,0
02/22/2019 11H,0
02/22/2019 10H,-1
02/22/2019 09H,-1
02/22/2019 08H,0
02/22/2019 07H,-1
02/22/2019 06H,0
02/22/2019 05H,0
02/22/2019 04H,-1
02/22/2019 03H,0
02/22/2019 02H,-1
02/22/2019 01H,0
02/22/2019 00H,-1
02/21/2019 23H,0
02/21/2019 22H,0
02/21/2019 21H,-2
02/21/2019 20H,-1
02/21/2019 19H,-2
02/21/2019 18H,-1
02/21/2019 17H,26
02/21/2019 16H,7
02/21/2019 15H,0
02/21/2019 14H,0
02/21/2019 13H,-2
02/21/2019 12H,-1
02/21/2019 11H,-1
02/21/2019 10H,0
02/21/2019 09H,-1
02/21/2019 08H,-1
02/21/2019 07H,0
02/21/2019 06H,0
02/21/2019 05H,0
02/21/2019 04H,-2
02/21/2019 03H,-1
